"msgid","msgstr"
"This asset category is marked as non-depreciable. Please disable depreciation calculation or choose a different category.","تم تحديد فئة الأصل هذه على أنها غير قابلة للإهلاك. يرجى تعطيل حساب الإهلاك أو اختيار فئة مختلفة."
"This covers all scorecards tied to this Setup","وهذا يغطي جميع بطاقات الأداء مرتبطة بهذا الإعداد"
"This document is over limit by {0} {1} for item {4}. Are you making another {3} against the same {2}?","هذه الوثيقة هي على حد كتبها {0} {1} لمادة {4}. وجعل لكم آخر {3} ضد نفسه {2}؟"
"This field is used to set the 'Customer'.","يستخدم هذا الحقل لتعيين 'العميل'."
"This filter will be applied to Journal Entry.","سيتم تطبيق هذا الفلتر على قيد اليومية."
"This is a Template BOM and will be used to make the work order for {0} of the item {1}","هذه قائمة مواد قالب وسيتم استخدامها لإنشاء أمر عمل لـ {0} من الصنف {1}"
"This is a location where final product stored.","هذا هو المكان الذي يتم فيه تخزين المنتج النهائي."
"This is a location where operations are executed.","هذا هو المكان الذي يتم فيه تنفيذ العمليات."
"This is a location where raw materials are available.","هذا هو المكان الذي تتوفر فيه المواد الخام."
"This is a location where scraped materials are stored.","هذا هو الموقع حيث يتم تخزين المواد كشط."
"This is a preview of the email to be sent. A PDF of the document will automatically be attached with the email.","هذه معاينة للبريد الإلكتروني الذي سيتم إرساله. سيتم إرفاق ملف PDF للمستند تلقائيًا بالبريد الإلكتروني."
"This is a root account and cannot be edited.",".هذا حساب جذري و لايمكن تعديله"
"This is a root customer group and cannot be edited.","هذه هي مجموعة العملاء الجذرية والتي لا يمكن تحريرها."
"This is a root department and cannot be edited.","هذا هو قسم الجذر ولا يمكن تحريره."
"This is a root item group and cannot be edited.","هذه هي مجموعة البند الجذرية والتي لا يمكن تحريرها."
"This is a root sales person and cannot be edited.","هذا هو الشخص المبيعات الجذرية والتي لا يمكن تحريرها."
"This is a root supplier group and cannot be edited.","هذه مجموعة مورِّد جذر ولا يمكن تحريرها."
"This is a root territory and cannot be edited.","هذا هو الجذر الأرض والتي لا يمكن تحريرها."
"This is based on stock movement. See {0} for details","ويستند هذا على حركة المخزون. راجع {0} لمزيد من التفاصيل"
"This is based on the Time Sheets created against this project","ويستند هذا على جداول زمنية خلق ضد هذا المشروع"
"This is based on transactions against this Sales Person. See timeline below for details","هذا يعتمد على المعاملات ضد هذا الشخص المبيعات. انظر الجدول الزمني أدناه للحصول على التفاصيل"
"This is considered dangerous from accounting point of view.","يعتبر هذا خطيرًا من وجهة نظر محاسبية."
"This is done to handle accounting for cases when Purchase Receipt is created after Purchase Invoice","يتم إجراء ذلك للتعامل مع محاسبة الحالات التي يتم فيها إنشاء إيصال الشراء بعد فاتورة الشراء"
"This is enabled by default. If you want to plan materials for sub-assemblies of the Item you're manufacturing leave this enabled. If you plan and manufacture the sub-assemblies separately, you can disable this checkbox.","هذا مفعل افتراضيًا. إذا كنت ترغب في تخطيط المواد للتجميعات الفرعية للصنف الذي تقوم بتصنيعه، فاترك هذا مفعلًا. إذا كنت تخطط وتصنع التجميعات الفرعية بشكل منفصل، يمكنك تعطيل مربع الاختيار هذا."
"This is for raw material Items that'll be used to create finished goods. If the Item is an additional service like 'washing' that'll be used in the BOM, keep this unchecked.","هذا مخصص لأصناف المواد الخام التي سيتم استخدامها لإنشاء منتجات نهائية. إذا كان الصنف خدمة إضافية مثل 'الغسيل' سيتم استخدامها في قائمة المواد، فاترك هذا بدون تحديد."
"This item filter has already been applied for the {0}","تم تطبيق فلتر الصنف هذا بالفعل لـ {0}"
"This option can be checked to edit the 'Posting Date' and 'Posting Time' fields.","يمكن تحديد هذا الخيار لتعديل حقلي 'تاريخ الترحيل' و 'وقت الترحيل'."
"This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.","تم إنشاء هذا الجدول عندما تم تعديل الأصل {0} من خلال تعديل قيمة الأصل {1}."
"This schedule was created when Asset {0} was consumed through Asset Capitalization {1}.","تم إنشاء هذا الجدول عندما تم استهلاك الأصل {0} من خلال رسملة الأصل {1}."
"This schedule was created when Asset {0} was repaired through Asset Repair {1}.","تم إنشاء هذا الجدول عندما تم إصلاح الأصل {0} من خلال إصلاح الأصل {1}."
"This schedule was created when Asset {0} was restored due to Sales Invoice {1} cancellation.","تم إنشاء هذا الجدول عندما تم استعادة الأصل {0} بسبب إلغاء فاتورة المبيعات {1}."
"This schedule was created when Asset {0} was restored on Asset Capitalization {1}'s cancellation.","تم إنشاء هذا الجدول عندما تم استعادة الأصل {0} عند إلغاء رسملة الأصل {1}."
"This schedule was created when Asset {0} was restored.","تم إنشاء هذا الجدول عندما تم استعادة الأصل {0}."
"This schedule was created when Asset {0} was returned through Sales Invoice {1}.","تم إنشاء هذا الجدول عندما تم إرجاع الأصل {0} من خلال فاتورة المبيعات {1}."
"This schedule was created when Asset {0} was scrapped.","تم إنشاء هذا الجدول عندما تم تخريد الأصل {0}."
"This schedule was created when Asset {0} was {1} into new Asset {2}.","تم إنشاء هذا الجدول عندما تم {1} الأصل {0} إلى أصل جديد {2}."
"This schedule was created when Asset {0} was {1} through Sales Invoice {2}.","تم إنشاء هذا الجدول عندما تم {1} الأصل {0} من خلال فاتورة المبيعات {2}."
"This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.","تم إنشاء هذا الجدول عندما تم إلغاء تعديل قيمة الأصل {1} للأصل {0}."
"This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.","تم إنشاء هذا الجدول عندما تم تعديل ورديات الأصل {0} من خلال تخصيص وردية الأصل {1}."
"This section allows the user to set the Body and Closing text of the Dunning Letter for the Dunning Type based on language, which can be used in Print.","يسمح هذا القسم للمستخدم بتعيين النص الأساسي ونص الإغلاق لحرف المطالبة لنوع المطالبة بناءً على اللغة ، والتي يمكن استخدامها في الطباعة."
"This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.","يستخدم هذا الجدول لتعيين تفاصيل حول 'الصنف' و 'الكمية' و 'السعر الأساسي' وما إلى ذلك."
"This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.","تساعدك هذه الأداة على تحديث أو إصلاح كمية وتقييم المخزون في النظام. تستخدم عادة لمزامنة قيم النظام وما هو موجود بالفعل في مستودعاتك."
"This value shall be used when no matching Common Code for a record is found.","سيتم استخدام هذه القيمة عند عدم العثور على رمز مشترك مطابق لسجل ما."
"This will be appended to the Item Code of the variant. For example, if your abbreviation is ""SM"", and the item code is ""T-SHIRT"", the item code of the variant will be ""T-SHIRT-SM""","سيتم إلحاق هذا إلى بند رمز للمتغير. على سبيل المثال، إذا اختصار الخاص بك هو ""SM""، ورمز البند هو ""T-SHIRT""، رمز العنصر المتغير سيكون ""T-SHIRT-SM"""
"This will restrict user access to other employee records","سيؤدي هذا إلى تقييد وصول المستخدم لسجلات الموظفين الأخرى"
"This {} will be treated as material transfer.","سيتم التعامل مع {} هذا على أنه تحويل مواد."
"Threshold for Suggestion","عتبة الاقتراح"
"Threshold for Suggestion (In Percentage)","حد الاقتراح (بالنسبة المئوية)"
"Thumbnail","المصغرات"
"Thursday","الخميس"
"Tier Name","اسم الطبقة"
"Time","زمن"
"Time (In Mins)","الوقت (بالدقائق)"
"Time Between Operations (Mins)","الوقت بين العمليات (بالدقائق)"
"Time In Mins","الوقت في دقيقة"
"Time Logs","سجلات الوقت"
"Time Required (In Mins)","الوقت المطلوب (بالدقائق)"
"Time Sheet","ورقة الوقت"
"Time Sheet List","الساعة قائمة ورقة"
"Time Sheets","جداول زمنية"
"Time Taken to Deliver","الوقت المستغرق للتسليم"
"Time Tracking","تتبع الوقت"
"Time at which materials were received","الوقت الذي وردت المواد"
"Time in mins","الوقت بالدقائق"
"Time in mins.","الوقت بالدقائق."
"Time logs are required for {0} {1}","سجلات الوقت مطلوبة لـ {0} {1}"
"Time slot is not available","الوقت غير متاح"
"Time(in mins)","الوقت (دقيقة)"
"Timeline","الجدول الزمني"
"Timer","مؤقت"
"Timer exceeded the given hours.","الموقت تجاوزت الساعات المعطاة."
"Timesheet","ساعات العمل"
"Timesheet Billing Summary","ملخص فواتير الجداول الزمنية"
"Timesheet Detail","تفاصيل الجدول الزمني"
"Timesheet for tasks.","الجدول الزمني للمهام."
"Timesheet {0} is already completed or cancelled","الجدول الزمني {0} بالفعل منتهي أو ملغى"
"Timesheets","الجداول الزمنية"
"Timesheets help keep track of time, cost and billing for activities done by your team","تساعد الجداول الزمنية في تتبع الوقت والتكلفة والفوترة للأنشطة التي يقوم بها فريقك"
"Timeslots","فتحات الوقت"
"Title","اللقب"
"To","إلى"
"To Bill","على فاتورة"
"To Currency","إلى العملات"
"To Date","إلى تاريخ"
"To Date cannot be before From Date","(الى تاريخ) لا يمكن ان يكون قبل (من تاريخ)"
"To Date cannot be before From Date.","لا يمكن أن يكون &quot;إلى&quot; قبل &quot;من تاريخ&quot;."
"To Date cannot be less than From Date","لا يمكن أن يكون تاريخ التاريخ أقل من تاريخ"
"To Date is mandatory","تاريخ الانتهاء إلزامي"
"To Date must be greater than From Date","يجب أن يكون التاريخ أكبر من تاريخ"
"To Date should be within the Fiscal Year. Assuming To Date = {0}","إلى التسجيل يجب أن يكون ضمن السنة المالية. على افتراض إلى تاريخ = {0}"
"To Datetime","إلى التاريخ والوقت"
"To Deliver","لتسليم"
"To Deliver and Bill","للتسليم و الفوترة"
"To Delivery Date","إلى تاريخ التسليم"
"To Doctype","إلى نوع المستند"
"To Due Date","إلى تاريخ الاستحقاق"
"To Employee","إلى الموظف"
"To Fiscal Year","إلى السنة المالية"
"To Folio No","إلى الورقة رقم"
"To Invoice Date","إلى تاريخ الفاتورة"
"To No","إلى لا"
"To Package No.","لحزم رقم"
"To Pay","للدفع"
"To Payment Date","إلى تاريخ الدفع"
"To Posting Date","إلى تاريخ الإرسال"
"To Range","تتراوح"
"To Receive","للأستلام"
"To Receive and Bill","للأستلام و الفوترة"
"To Reference Date","إلى تاريخ المرجع"
"To Rename","لإعادة تسمية"
"To Shareholder","للمساهم"
"To Time","إلى وقت"
"To Time cannot be before from date","لا يمكن أن يكون وقت الانتهاء قبل تاريخ البدء"
"To Track inbound purchase","لتتبع الشراء الوارد"
"To Value","إلى القيمة"
"To Warehouse","لمستودع"
"To Warehouse (Optional)","إلى مستودع (اختياري)"
"To add Operations tick the 'With Operations' checkbox.","لإضافة عمليات، حدد مربع الاختيار 'مع العمليات'."
"To add subcontracted Item's raw materials if include exploded items is disabled.","لإضافة المواد الخام للصنف المتعاقد عليه من الباطن إذا كان خيار تضمين الأصناف المفككة معطلاً."
"To allow over billing, update ""Over Billing Allowance"" in Accounts Settings or the Item.","للسماح بزيادة الفواتير ، حدّث &quot;Over Billing Allowance&quot; في إعدادات الحسابات أو العنصر."
"To allow over receipt / delivery, update ""Over Receipt/Delivery Allowance"" in Stock Settings or the Item.","للسماح بوصول الاستلام / التسليم ، قم بتحديث &quot;الإفراط في الاستلام / بدل التسليم&quot; في إعدادات المخزون أو العنصر."
"To apply condition on parent field use parent.field_name and to apply condition on child table use doc.field_name. Here field_name could be based on the actual column name of the respective field.","لتطبيق شرط على الحقل الأصلي استخدم parent.field_name ولتطبيق شرط على الجدول الفرعي استخدم doc.field_name. هنا يمكن أن يستند field_name إلى اسم العمود الفعلي للحقل المعني."
"To be Delivered to Customer","ليتم تسليمها للعميل"
"To cancel a {} you need to cancel the POS Closing Entry {}.","لإلغاء {} تحتاج إلى إلغاء قيد إغلاق نقاط البيع {}."
"To cancel this Sales Invoice you need to cancel the POS Closing Entry {}.","لإلغاء فاتورة المبيعات هذه، تحتاج إلى إلغاء قيد إغلاق نقاط البيع {}."
"To create a Payment Request reference document is required","لإنشاء مستند مرجع طلب الدفع مطلوب"
"To enable Capital Work in Progress Accounting,","لتمكين محاسبة العمل الرأسمالي تحت التنفيذ،"
"To include non-stock items in the material request planning. i.e. Items for which 'Maintain Stock' checkbox is unticked.","لتضمين الأصناف غير المخزنية في تخطيط طلب المواد. أي الأصناف التي تم إلغاء تحديد مربع الاختيار 'الحفاظ على المخزون' لها."
"To include sub-assembly costs and scrap items in Finished Goods on a work order without using a job card, when the 'Use Multi-Level BOM' option is enabled.","لتضمين تكاليف التجميع الفرعي وأصناف الخردة في المنتجات النهائية في أمر عمل دون استخدام بطاقة عمل، عند تمكين خيار 'استخدام قائمة مواد متعددة المستويات'."
"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","ل تشمل الضريبة في الصف {0} في معدل الإغلاق ، {1} ويجب أيضا تضمين الضرائب في الصفوف"
"To merge, following properties must be same for both items","لدمج ، يجب أن يكون نفس الخصائص التالية ل كلا البندين"
"To overrule this, enable '{0}' in company {1}","لإلغاء هذا ، قم بتمكين &quot;{0}&quot; في الشركة {1}"
"To still proceed with editing this Attribute Value, enable {0} in Item Variant Settings.","للاستمرار في تعديل قيمة السمة هذه ، قم بتمكين {0} في إعدادات متغير العنصر."
"To submit the invoice without purchase order please set {0} as {1} in {2}","لتقديم الفاتورة بدون أمر شراء، يرجى تعيين {0} كـ {1} في {2}"
"To submit the invoice without purchase receipt please set {0} as {1} in {2}","لتقديم الفاتورة بدون إيصال شراء، يرجى تعيين {0} كـ {1} في {2}"
"To use a different finance book, please uncheck 'Include Default FB Assets'","لاستخدام دفتر تمويل مختلف، يرجى إلغاء تحديد 'تضمين أصول دفتر التمويل الافتراضي'"
"To use a different finance book, please uncheck 'Include Default FB Entries'","لاستخدام دفتر تمويل مختلف، يرجى إلغاء تحديد 'تضمين قيود دفتر التمويل الافتراضي'"
"Ton (Long)/Cubic Yard","طن (طويل)/ياردة مكعبة"
"Ton (Short)/Cubic Yard","طن (قصير)/ياردة مكعبة"
"Ton-Force (UK)","طن-قوة (المملكة المتحدة)"
"Ton-Force (US)","طن-قوة (الولايات المتحدة)"
"Tonne","طن"
"Tonne-Force(Metric)","طن-قوة (متري)"
"Too many columns. Export the report and print it using a spreadsheet application.","أعمدة كثيرة جدًا. قم بتصدير التقرير وطباعته باستخدام تطبيق جداول بيانات."
"Tools","الأدوات"
"Torr","تور"
"Total","الإجمالي"
"Total (Company Currency)","مجموع (شركة العملات)"
"Total (Credit)","الإجمالي (الائتمان)"
"Total (Without Tax)","الإجمالي (بدون ضريبة)"
"Total Achieved","الإجمالي المحقق"
"Total Active Items","إجمالي الأصناف النشطة"
"Total Actual","الإجمالي الفعلي"
"Total Additional Costs","مجموع التكاليف الإضافية"
"Total Advance","إجمالي المقدمة"
"Total Allocated Amount","إجمالي المبلغ المخصص"
"Total Allocated Amount (Company Currency)","إجمالي المبلغ المخصص (شركة العملات)"
"Total Allocations","إجمالي التخصيصات"
"Total Amount","الاعتماد الأساسي"
"Total Amount Currency","عملة إجمالي المبلغ"
"Total Amount in Words","إجمالي المبلغ بالنص"
"Total Applicable Charges in Purchase Receipt Items table must be same as Total Taxes and Charges","مجموع الرسوم المطبقة في شراء طاولة إيصال عناصر يجب أن يكون نفس مجموع الضرائب والرسوم"
"Total Asset","إجمالي الأصول"
"Total Asset Cost","إجمالي تكلفة الأصل"
"Total Assets","إجمالي الأصول"
"Total Billable Amount","المبلغ الكلي القابل للمحاسبة"
"Total Billable Amount (via Timesheet)","إجمالي المبلغ القابل للفوترة (عبر الجداول الزمنية)"
"Total Billable Hours","مجموع الساعات فوترة"
"Total Billed Amount","المبلغ الكلي وصفت"
"Total Billed Amount (via Sales Invoice)","إجمالي مبلغ الفاتورة (عبر فواتير المبيعات)"
"Total Billed Hours","مجموع الساعات وصفت"
"Total Billing Amount","المبلغ الكلي الفواتير"
"Total Billing Hours","إجمالي ساعات الفوترة"
"Total Budget","الميزانية الإجمالية"
"Total Characters","مجموع أحرف"
"Total Commission","مجموع العمولة"
"Total Completed Qty","إجمالي الكمية المكتملة"
"Total Consumed Material Cost (via Stock Entry)","إجمالي تكلفة المواد المستهلكة (عبر إدخال المخزون)"
"Total Contribution Amount Against Invoices: {0}","إجمالي مبلغ المساهمة مقابل الفواتير: {0}"
"Total Contribution Amount Against Orders: {0}","إجمالي مبلغ المساهمة مقابل الطلبات: {0}"
"Total Cost","التكلفة الكلية لل"
"Total Cost (Company Currency)","التكلفة الإجمالية (عملة الشركة)"
"Total Costing Amount","المبلغ الكلي التكاليف"
"Total Costing Amount (via Timesheet)","إجمالي مبلغ التكلفة (عبر الجداول الزمنية)"
"Total Credit","إجمالي الائتمان"
"Total Credit/ Debit Amount should be same as linked Journal Entry","يجب أن يكون إجمالي مبلغ الائتمان / المدين هو نفسه المرتبطة بإدخال المجلة"
"Total Debit","مجموع الخصم"
"Total Debit must be equal to Total Credit. The difference is {0}","يجب أن يكون إجمالي الخصم يساوي إجمالي الائتمان ."
"Total Delivered Amount","إجمالي المبلغ الذي تم تسليمه"
"Total Demand (Past Data)","إجمالي الطلب (البيانات السابقة)"
"Total Equity","إجمالي حقوق الملكية"
"Total Estimated Distance","مجموع المسافة المقدرة"
"Total Expense","المصاريف الكلية"
"Total Expense This Year","إجمالي النفقات هذا العام"
"Total Experience","مجموع الخبرة"
"Total Forecast (Future Data)","إجمالي التوقعات (البيانات المستقبلية)"
"Total Forecast (Past Data)","إجمالي التوقعات (البيانات السابقة)"
"Total Gain/Loss","إجمالي الربح / الخسارة"
"Total Hold Time","إجمالي وقت الانتظار"
"Total Holidays","مجموع العطلات"
"Total Income","إجمالي الدخل"
"Total Income This Year","إجمالي الدخل هذا العام"
"Total Incoming Bills","إجمالي الفواتير الواردة"
"Total Incoming Payment","إجمالي المدفوعات الواردة"
"Total Incoming Value (Receipt)","إجمالي القيمة الواردة (إيصال)"
"Total Interest","إجمالي الفائدة"
"Total Invoiced Amount","إجمالي مبلغ الفاتورة"
"Total Issues","إجمالي المشكلات"
"Total Items","إجمالي الأصناف"
"Total Liability","إجمالي الخصوم"
"Total Message(s)","مجموع الرسائل ( ق )"
"Total Monthly Sales","إجمالي المبيعات الشهرية"
"Total Net Weight","مجموع الوزن الصافي"
"Total Number of Booked Depreciations ","إجمالي عدد الإهلاكات المسجلة "
"Total Number of Depreciations","إجمالي عدد التلفيات"
"Total Only","الإجمالي فقط"
"Total Operating Cost","إجمالي تكاليف التشغيل"
"Total Operation Time","إجمالي وقت التشغيل"
"Total Order Considered","اجمالي أمر البيع التقديري"
"Total Order Value","مجموع قيمة الطلب"
"Total Other Charges","إجمالي الرسوم الأخرى"
"Total Outgoing","مجموع المنتهية ولايته"
"Total Outgoing Bills","إجمالي الفواتير الصادرة"
"Total Outgoing Payment","إجمالي المدفوعات الصادرة"
"Total Outgoing Value (Consumption)","إجمالي القيمة الصادرة (استهلاك)"
"Total Outstanding","إجمالي المعلقة"
"Total Outstanding Amount","إجمالي المبلغ المستحق"
"Total Paid Amount","إجمالي المبلغ المدفوع"
"Total Payment Amount in Payment Schedule must be equal to Grand / Rounded Total","يجب أن يكون إجمالي مبلغ الدفع في جدول الدفع مساويا للمجموع الكبير / المستدير"
"Total Payment Request amount cannot be greater than {0} amount","لا يمكن أن يكون إجمالي مبلغ طلب الدفع أكبر من {0} المبلغ"
"Total Payments","مجموع المدفوعات"
"Total Picked Quantity {0} is more than ordered qty {1}. You can set the Over Picking Allowance in Stock Settings.","إجمالي الكمية المنتقاة {0} أكبر من الكمية المطلوبة {1}. يمكنك تعيين مخصص الانتقاء الزائد في إعدادات المخزون."
"Total Planned Qty","مجموع الكمية المخطط لها"
"Total Produced Qty","إجمالي الكمية المنتجة"
"Total Projected Qty","توقعات مجموع الكمية"
"Total Purchase Amount","إجمالي مبلغ الشراء"
"Total Purchase Cost (via Purchase Invoice)","مجموع تكلفة الشراء (عن طريق شراء الفاتورة)"
"Total Purchase Cost has been updated","تم تحديث إجمالي تكلفة الشراء"
"Total Qty","إجمالي الكمية"
"Total Quantity","الكمية الإجمالية"
"Total Received Amount","إجمالي المبلغ المستلم"
"Total Repair Cost","إجمالي تكلفة الإصلاح"
"Total Reposting Count","إجمالي عدد عمليات إعادة المعالجة"
"Total Revenue","إجمالي الإيرادات"
"Total Sales Amount","إجمالي مبلغ المبيعات"
"Total Sales Amount (via Sales Order)","إجمالي مبلغ المبيعات (عبر أمر المبيعات)"
"Total Stock Summary","ملخص إجمالي المخزون"
"Total Stock Value","إجمالي قيمة المخزون"
"Total Supplied Qty","إجمالي الكمية الموردة"
"Total Target","إجمالي المستهدف"
"Total Tasks","إجمالي المهام"
"Total Tax","مجموع الضرائب"
"Total Taxes and Charges","مجموع الضرائب والرسوم"
"Total Taxes and Charges (Company Currency)","مجموع الضرائب والرسوم (عملة الشركة)"
"Total Time (in Mins)","إجمالي الوقت (بالدقائق)"
"Total Time in Mins","إجمالي الوقت بالدقائق"
"Total Unpaid: {0}","عدد غير مدفوع: {0}"
"Total Value","القيمة الإجمالية"
"Total Value Difference (Incoming - Outgoing)","إجمالي فرق القيمة (وارد - صادر)"
"Total Variance","مجموع الفروق"
"Total Views","إجمالي المشاهدات"
"Total Warehouses","إجمالي المستودعات"
"Total Weight","الوزن الكلي"
"Total Weight (kg)","الوزن الإجمالي (كجم)"
"Total Working Hours","مجموع ساعات العمل"
"Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2})","مجموع مقدما ({0}) ضد النظام {1} لا يمكن أن يكون أكبر من المجموع الكلي ({2})"
"Total allocated percentage for sales team should be 100","مجموع النسبة المئوية المخصصة ل فريق المبيعات يجب أن يكون 100"
"Total contribution percentage should be equal to 100","يجب أن تكون نسبة المساهمة الإجمالية مساوية 100"
"Total hours: {0}","إجمالي الساعات: {0}"
"Total payments amount can't be greater than {}","لا يمكن أن يكون إجمالي المدفوعات أكبر من {}"
"Total percentage against cost centers should be 100","يجب أن تكون النسبة المئوية الإجمالية مقابل مراكز التكلفة 100"
"Total {0} ({1})","إجمالي {0} ({1})"
"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","إجمالي {0} لجميع العناصر هو صفر، قد يكون عليك تغيير 'توزيع الرسوم على أساس'\
<br>\
Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'"
"Total(Amt)","إجمالي (AMT)"
"Total(Qty)","إجمالي (الكمية)"
"Totals","المجاميع"
"Traceability","التتبع"
"Track Semi Finished Goods","تتبع المنتجات نصف المصنعة"
"Track Service Level Agreement","تتبع اتفاقية مستوى الخدمة"
"Track separate Income and Expense for product verticals or divisions.","تتبع الإيرادات والمصروفات المنفصلة لقطاعات المنتجات أو الأقسام."
"Tracking Status","حالة التتبع"
"Tracking Status Info","معلومات حالة التتبع"
"Tracking URL","رابط التتبع"
"Transaction","حركة"
"Transaction Currency","عملية العملات"
"Transaction Date","تاريخ المعاملة"
"Transaction Deletion Document: {0} is running for this Company. {1}","مستند حذف المعاملات: {0} قيد التشغيل لهذه الشركة. {1}"
"Transaction Deletion Record","سجل حذف المعاملات"
"Transaction Deletion Record Details","تفاصيل سجل حذف المعاملات"
"Transaction Deletion Record Item","صنف سجل حذف المعاملات"
"Transaction Details","تفاصيل الصفقه"
"Transaction Exchange Rate","سعر صرف المعاملة"
"Transaction ID","رقم المعاملات"
"Transaction Information","معلومات المعاملة"
"Transaction Settings","إعدادات المعاملات"
"Transaction Type","نوع المعاملة"
"Transaction currency must be same as Payment Gateway currency","يجب أن تكون العملة المعاملة نفس العملة بوابة الدفع"
"Transaction currency: {0} cannot be different from Bank Account({1}) currency: {2}","عملة المعاملة: {0} لا يمكن أن تكون مختلفة عن عملة الحساب البنكي ({1}): {2}"
"Transaction not allowed against stopped Work Order {0}","المعاملة غير مسموح بها في مقابل أمر العمل المتوقف {0}"
"Transaction reference no {0} dated {1}","إشارة عملية لا {0} بتاريخ {1}"
"Transactions","المعاملات"
"Transactions Annual History","المعاملات السنوية التاريخ"
"Transactions against the Company already exist! Chart of Accounts can only be imported for a Company with no transactions.","المعاملات مقابل الشركة موجودة بالفعل! لا يمكن استيراد شجرة الحسابات إلا لشركة ليس لديها معاملات."
"Transactions using Sales Invoice in POS are disabled.","تم تعطيل المعاملات التي تستخدم فاتورة المبيعات في نقاط البيع."
"Transfer","نقل"
"Transfer Asset","تحويل الأصل"
"Transfer From Warehouses","تحويل من المستودعات"
"Transfer Material Against","نقل المواد ضد"
"Transfer Materials","تحويل المواد"
"Transfer Materials For Warehouse {0}","نقل المواد للمستودع {0}"
"Transfer Status","حالة نقل"
"Transfer Type","نوع النقل"
"Transferred","نقل"
"Transferred Qty","نقل الكمية"
"Transferred Quantity","الكمية المنقولة"
"Transferred Raw Materials","المواد الخام المحولة"
"Transferring cannot be done to an Employee. Please enter location where Asset {0} has to be transferred","لا يمكن إجراء التحويل إلى موظف. يرجى إدخال الموقع الذي يجب تحويل الأصل {0} إليه"
"Transit","عبور"
"Transit Entry","قيد العبور"
"Transport Receipt Date","تاريخ استلام النقل"
"Transport Receipt No","إيصالات النقل"
"Transportation","النقل"
"Transporter","الناقل"
"Transporter Details","تفاصيل نقل"
"Transporter Info","نقل معلومات"
"Transporter Name","نقل اسم"
"Travel Expenses","نفقات السفر"
"Tree Details","تفاصيل شجرة"
"Tree Type","نوع الشجرة"
"Tree of Procedures","شجرة الإجراءات"
"Trial Balance","ميزان المراجعة"
"Trial Balance (Simple)","ميزان المراجعة (بسيط)"
"Trial Balance for Party","ميزان المراجعة للحزب"
"Trial Period End Date","تاريخ انتهاء الفترة التجريبية"
"Trial Period End Date Cannot be before Trial Period Start Date","لا يمكن أن يكون تاريخ انتهاء الفترة التجريبية قبل تاريخ بدء الفترة التجريبية"
"Trial Period Start Date","فترة بداية الفترة التجريبية"
"Trial Period Start date cannot be after Subscription Start Date","لا يمكن أن يكون تاريخ بدء الفترة التجريبية بعد تاريخ بدء الاشتراك"
"Trialing","تجريبي"
"Truncates 'Remarks' column to set character length","يقطع عمود 'الملاحظات' لتعيين طول الأحرف"
"Tuesday","الثلاثاء"
"Twice Daily","مرتين يوميا"
"Two-way","في اتجاهين"
"Type","النوع"
"Type Of Call","نوع المكالمة"
"Type of Payment","نوع الدفع"
"Type of Transaction","نوع المعاملة"
"Type of document to rename.","نوع الوثيقة إلى إعادة تسمية."
"Types of activities for Time Logs","أنواع الأنشطة لسجلات الوقت"
"UAE VAT 201","ضريبة القيمة المضافة الإماراتية 201"
"UAE VAT Account","حساب ضريبة القيمة المضافة في الإمارات"
"UAE VAT Accounts","حسابات ضريبة القيمة المضافة في الإمارات"
"UAE VAT Settings","إعدادات ضريبة القيمة المضافة في الإمارات"
"UOM","وحدة القياس"
"UOM Category","تصنيف وحدة القياس"
"UOM Conversion Detail","تفاصيل تحويل وحدة القياس"
"UOM Conversion Factor","عامل تحويل وحدة القياس"
"UOM Conversion factor ({0} -> {1}) not found for item: {2}","معامل تحويل UOM ({0} -&gt; {1}) غير موجود للعنصر: {2}"
"UOM Conversion factor is required in row {0}","معامل تحويل وحدة القياس مطلوب في الصف: {0}"
"UOM Name","اسم وحدة القايس"
"UOM conversion factor required for UOM: {0} in Item: {1}","عامل تحويل وحدة القياس مطلوب لوحدة القياس: {0} في الصنف: {1}"
"UOM {0} not found in Item {1}","لم يتم العثور على وحدة القياس {0} في الصنف {1}"
"UOMs","وحدات القياس"
"UPC","UPC"
"UPC-A","UPC-A"
"URL","رابط الانترنت"
"URL can only be a string","يمكن أن يكون عنوان URL عبارة عن سلسلة فقط"
"UTM Source","مصدر UTM"
"UnBuffered Cursor","مؤشر غير مخزن مؤقتًا"
"UnReconcile","إلغاء التسوية"
"UnReconcile Allocations","إلغاء تسوية التخصيصات"
"Unable to find exchange rate for {0} to {1} for key date {2}. Please create a Currency Exchange record manually","تعذر العثور على سعر الصرف من {0} إلى {1} لتاريخ المفتاح {2}. يرجى إنشاء سجل صرف العملات يدويا"
