"msgid","msgstr"
"User Image","صورة المستخدم"
"User Menu","قائمة المستخدم"
"User Name","اسم المستخدم"
"User Permission","إذن المستخدم"
"User Permissions","ضوابط المستخدم"
"User Permissions","ضوابط المستخدم"
"User Permissions are used to limit users to specific records.","تُستخدم أذونات المستخدم لتقييد المستخدمين بسجلات محددة."
"User Permissions created successfully","تم إنشاء أذونات المستخدم بنجاح"
"User Role","دور المستخدم"
"User Role Profile","ملف تعريف دور المستخدم"
"User Select Document Type","نوع مستند تحديد المستخدم"
"User Settings","إعدادات المستخدم"
"User Social Login","المستخدم تسجيل الدخول الاجتماعي"
"User Tags","بطاقات المستخدم"
"User Type","نوع المستخدم"
"User Type Module","وحدة نوع المستخدم"
"User can login using Email id or Mobile number","يمكن للمستخدم تسجيل الدخول باستخدام معرف البريد الإلكتروني أو رقم الجوال"
"User can login using Email id or User Name","يمكن للمستخدم تسجيل الدخول باستخدام معرف البريد الإلكتروني أو اسم المستخدم"
"User does not exist.","المستخدم غير موجود."
"User does not have permission to create the new {0}","المستخدم ليس لديه إذن لإنشاء {0} الجديد"
"User is mandatory for Share","المستخدم إلزامي للمشاركة"
"User must always select","يجب دائما مستخدم تحديد"
"User permission already exists","إذن المستخدم موجود بالفعل"
"User with email address {0} does not exist","المستخدم الذي لديه عنوان البريد الإلكتروني {0} غير موجود"
"User with email: {0} does not exist in the system. Please ask 'System Administrator' to create the user for you.","المستخدم الذي لديه البريد الإلكتروني: {0} غير موجود في النظام. يرجى مطالبة 'مسؤول النظام' بإنشاء المستخدم لك."
"User {0} cannot be deleted","المستخدم {0} لا يمكن حذف"
"User {0} cannot be disabled","المستخدم {0} لا يمكن تعطيل"
"User {0} cannot be renamed","المستخدم {0} لا يمكن إعادة تسمية"
"User {0} does not have access to this document","المستخدم {0} ليس لديه حق الوصول إلى هذا المستند"
"User {0} does not have doctype access via role permission for document {1}","لا يملك المستخدم {0} حق الوصول إلى النمط عبر إذن دور للمستند {1}"
"User {0} does not have the permission to create a Workspace.","المستخدم {0} ليس لديه الإذن لإنشاء مساحة عمل."
"User {0} has requested for data deletion","طلب المستخدم {0} حذف البيانات"
"User {0} impersonated as {1}","انتحل المستخدم {0} شخصية {1}"
"User {0} is disabled","المستخدم {0} تم تعطيل"
"User {0} is disabled. Please contact your System Manager.","المستخدم {0} معطل. يرجى الاتصال بمسؤول النظام الخاص بك."
"User {0} is not permitted to access this document.","المستخدم {0} غير مسموح له بالوصول إلى هذا المستند."
"Userinfo URI","URI معلومات المستخدم"
"Username","اسم االمستخدم"
"Username {0} already exists","اسم المستخدم {0} موجود بالفعل"
"Users","المستخدمين"
"Users are only able to delete attached files if the document is either in draft or if the document is canceled and they are also able to delete the document.","يتمكن المستخدمون فقط من حذف الملفات المرفقة إذا كان المستند إما في مسودة أو إذا تم إلغاء المستند وكانوا قادرين أيضًا على حذف المستند."
"Users with role {0}:","مستخدمين  مع صلاحية {0} :"
"Uses system's theme to switch between light and dark mode","يستخدم سمة النظام للتبديل بين الوضع الفاتح والداكن"
"Using this console may allow attackers to impersonate you and steal your information. Do not enter or paste code that you do not understand.","قد يسمح استخدام وحدة التحكم هذه للمهاجمين بانتحال هويتك وسرقة معلوماتك. لا تدخل أو تلصق رمزًا لا تفهمه."
"Utilization","الاستخدام"
"Utilization %","نسبة الاستخدام المئوية"
"Valid","صالح"
"Valid Login id required.","مطلوب معرّف تسجيل دخول صالح."
"Valid email and name required","مطلوب بريد إلكتروني واسم صالحان"
"Validate Field","تحقق من صحة الحقل"
"Validate Frappe Mail Settings","التحقق من صحة إعدادات Frappe Mail"
"Validate SSL Certificate","التحقق من صحة شهادة SSL"
"Validation Error","خطئ في التحقق"
"Validity","الصلاحية"
"Value","القيمة"
"Value Based On","القيمة بناء على"
"Value Change","قيمة التغير"
"Value Changed","تم تغير القيمة"
"Value To Be Set","قيمة ليتم تعيينها"
"Value cannot be changed for {0}","لا يمكن تغير القيمة ل {0}"
"Value cannot be negative for","لا يمكن أن تكون القيمة سالبة لـ"
"Value cannot be negative for {0}: {1}","لا يمكن أن تكون القيمة سالبة لـ {0}: {1}"
"Value for a check field can be either 0 or 1","يمكن أن تكون قيمة حقل التحقق إما 0 أو 1"
"Value for field {0} is too long in {1}. Length should be lesser than {2} characters","قيمة الحقل {0} طويلة جدًا في {1}. يجب أن يكون الطول أقل من {2} حرف"
"Value for {0} cannot be a list","القيمة {0} لا يمكن أن تكون قائمة"
"Value from this field will be set as the due date in the ToDo","سيتم تعيين القيمة من هذا الحقل كتاريخ الاستحقاق في ToDo"
"Value must be one of {0}","يجب أن تكون القيمة واحدة من {0}"
"Value to Validate","قيمة للتحقق من صحتها"
"Value too big","قيمة كبيرة جدا"
"Value {0} missing for {1}","القيمة {0} مفقودة لـ {1}"
"Value {0} must be in the valid duration format: d h m s","يجب أن تكون القيمة {0} بتنسيق المدة الصالح: dhms"
"Value {0} must in {1} format","يجب أن تكون القيمة {0} بتنسيق {1}"
"Values Changed","القيم التي تم تغييرها"
"Verdana","فيردانا"
"Verification","التحقق"
"Verification Code","رمز التحقق"
"Verification Link","رابط التحقق"
"Verification code email not sent. Please contact Administrator.","لم يتم إرسال بريد رمز التحقق. يرجى الاتصال بالمسؤول."
"Verification code has been sent to your registered email address.","تم إرسال رمز التحقق إلى عنوان بريدك الإلكتروني المسجل."
"Verified","التحقق"
"Verify","تأكد من"
"Verify Password","التحقق من كلمة المرور"
"Verifying...","جارٍ التحقق..."
"Version","الإصدار"
"Version Updated","تحديث الإصدار"
"Video URL","رابط الفيديو"
"View","عرض"
"View All","عرض الكل"
"View Audit Trail","عرض سجل التدقيق"
"View Blog Post","عرض منشور المدونة"
"View Comment","عرض التعليق"
"View Doctype Permissions","عرض أذونات نوع المستند"
"View File","عرض الملف"
"View Full Log","عرض السجل الكامل"
"View List","عرض القائمة"
"View Log","عرض السجل"
"View Permitted Documents","عرض المستندات المسموح بها"
"View Properties (via Customize Form)","عرض خصائص (عن طريق نموذج تخصيص)"
"View Report","عرض التقرير"
"View Settings","عرض إعدادات"
"View Switcher","مبدل العرض"
"View Website","مشاهدة الموقع"
"View document","عرض المستند"
"View report in your browser","عرض التقرير في المتصفح"
"View this in your browser","عرض هذا في متصفحك"
"View your response","عرض ردك"
"View {0}","عرض {0}"
"Viewed By","تمت المشاهدة بواسطة"
"Views","العروض"
"Virtual","افتراضي"
"Virtual DocType {} requires a static method called {} found {}","يتطلب نوع المستند الافتراضي {} طريقة ثابتة تسمى {} تم العثور على {}"
"Virtual DocType {} requires overriding an instance method called {} found {}","يتطلب نوع المستند الافتراضي {} تجاوز طريقة مثيل تسمى {} تم العثور على {}"
"Visibility","الرؤية"
"Visible to website/portal users.","مرئي لمستخدمي الموقع/البوابة."
"Visit","زيارة"
"Visit Web Page","زيارة صفحة الويب"
"Visitor ID","معرّف الزائر"
"Want to discuss?","هل تريد المناقشة؟"
"Warehouse","المستودعات"
"Warning","تحذير"
"Warning: DATA LOSS IMMINENT! Proceeding will permanently delete following database columns from doctype {0}:","تحذير: فقدان البيانات وشيك! سيؤدي المتابعة إلى حذف أعمدة قاعدة البيانات التالية بشكل دائم من نوع المستند {0}:"
"Warning: Naming is not set","تحذير: لم يتم تعيين التسمية"
"Warning: Unable to find {0} in any table related to {1}","تحذير: تعذر العثور على {0} في أي جدول متعلق بـ {1}"
"Warning: Updating counter may lead to document name conflicts if not done properly","تحذير: قد يؤدي تحديث العداد إلى تعارضات في أسماء المستندات إذا لم يتم بشكل صحيح"
"Was this article helpful?","هل كان المقال مساعدا؟!"
"Watch Tutorial","شاهد البرنامج التعليمي"
"Watch Video","شاهد الفيديو"
"We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customize it as you wish","لا نسمح بتحرير هذا المستند. ما عليك سوى النقر فوق زر التحرير في صفحة مساحة العمل لجعل مساحة عملك قابلة للتحرير وتخصيصها كما يحلو لك"
"We have received a request for deletion of {0} data associated with: {1}","لقد تلقينا طلبًا بحذف {0} البيانات المرتبطة بـ: {1}"
"We have received a request from you to download your {0} data associated with: {1}","لقد تلقينا طلبًا منك لتنزيل بيانات {0} المرتبطة بـ: {1}"
"We would like to thank the authors of these packages for their contribution.","نود أن نشكر مؤلفي هذه الحزم على مساهمتهم."
"We've received your query!","لقد تلقينا استفسارك!"
"Weak","ضعيف"
"Web Form","نموذج ويب"
"Web Form Field","حقل نموذج الويب"
"Web Form Fields","الحقول نموذج ويب"
"Web Form List Column","عمود قائمة نموذج الويب"
"Web Page","صفحة على الإنترنت"
"Web Page Block","كتلة صفحة الويب"
"Web Page URL","رابط صفحة الويب"
"Web Page View","عرض صفحة الويب"
"Web Site","موقع الكتروني"
"Web Template","قالب الويب"
"Web Template Field","حقل قالب الويب"
"Web Template Values","قيم قالب الويب"
"Web Template is not specified","لم يتم تحديد قالب الويب"
"Web View","عرض ويب"
"Webhook","خطاف الويب (Webhook)"
"Webhook Data","بيانات ويبهوك"
"Webhook Header","رأس ويبهوك"
"Webhook Headers","رؤوس ويبهوك"
"Webhook Request","طلب ويبهوك"
"Webhook Request Log","سجل طلبات خطاف الويب"
"Webhook Secret","سر خطاف الويب"
"Webhook Security","Webhook الأمن"
"Webhook Trigger","مشغل خطاف الويب"
"Webhook URL","رابط خطاف الويب"
"Website","الموقع"
"Website Analytics","تحليلات الموقع"
"Website Manager","مدير الموقع"
"Website Meta Tag","موقع العلامة الوصفية"
"Website Route Meta","موقع ميتا الطريق"
"Website Route Redirect","إعادة توجيه مسار الموقع"
"Website Script","نص الموقع البرمجي"
"Website Search Field","حقل بحث الموقع"
"Website Search Field must be a valid fieldname","يجب أن يكون حقل بحث الموقع اسم حقل صالح"
"Website Settings","إعدادات الموقع"
"Website Sidebar","موقع الشريط الجانبي"
"Website Sidebar Item","موقع الشريط الجانبي البند"
"Website Slideshow","موقع عرض الشرائح"
"Website Slideshow Item","موقع السلعة عرض شرائح"
"Website Theme","شكل الموقع"
"Website Theme Ignore App","موضوع تجاهل التطبيق"
"Website Theme Image","موضوع الموقع صورة"
"Website Theme image link","رابط صورة سمة الموقع"
"Websocket","مقبس الويب"
"Wednesday","الأربعاء"
"Week","أسبوع"
"Weekdays","أيام الأسبوع"
"Weekly","الأسبوعية"
"Weekly Long","أسبوعي طويل"
"Welcome","مرحبًا"
"Welcome Email Template","ترحيب قالب البريد الإلكتروني"
"Welcome URL","رابط الترحيب"
"Welcome Workspace","مساحة عمل الترحيب"
"Welcome email sent","رسالة الترحيب تم أرسالها"
"Welcome to {0}","أهلا وسهلا بك إلى {0}"
"What's New","ما الجديد"
"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.","عند التمكين ، سيتيح ذلك للضيوف تحميل الملفات إلى التطبيق الخاص بك ، يمكنك تمكين هذا إذا كنت ترغب في جمع الملفات من المستخدم دون الحاجة إلى تسجيل الدخول ، على سبيل المثال في نموذج ويب تطبيقات الوظائف."
"When sending document using email, store the PDF on Communication. Warning: This can increase your storage usage.","عند إرسال مستند باستخدام البريد الإلكتروني، قم بتخزين ملف الـ PDF. تحذير: قد يؤدي ذلك إلى زيادة استخدام مساحة التخزين لديك."
"When uploading files, force the use of the web-based image capture. If this is unchecked, the default behavior is to use the mobile native camera when use from a mobile is detected.","عند تحميل الملفات، افرض استخدام التقاط الصور المستند إلى الويب. إذا لم يتم تحديد هذا، فإن السلوك الافتراضي هو استخدام كاميرا الجوال الأصلية عند اكتشاف الاستخدام من الجوال."
"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","عندما تقوم بتعديل مستند بعد الإلغاء وحفظه، سيحصل على رقم جديد يمثل إصدارًا من الرقم القديم."
"Which view of the associated DocType should this shortcut take you to?","ما هي طريقة عرض DocType المرتبطة التي يجب أن يأخذك إليها هذا الاختصار؟"
"Width","عرض"
"Widths can be set in px or %.","يمكن تعيين العروض بالبكسل أو %."
"Wildcard Filter","مرشح البدل"
"Will add ""%"" before and after the query","سيضيف ""%"" قبل وبعد الاستعلام"
"Will be used in url (usually first name).","وسوف تستخدم في رابط (عادة الاسم الأول)."
"Will be your login ID","سيكون معرف تسجيل الدخول"
"Will only be shown if section headings are enabled","سيتم عرض فقط إذا تم تمكين عناوين المقطع"
"Will run scheduled jobs only once a day for inactive sites. Set it to 0 to avoid automatically disabling the scheduler.","سيتم تشغيل المهام المجدولة مرة واحدة فقط يوميًا للمواقع غير النشطة. قم بتعيينها إلى 0 لتجنب تعطيل المجدول تلقائيًا."
"With Letter head","مع الترويسة"
"Worker Information","معلومات العامل"
"Worker Name","اسم العامل"
"Workflow","سير العمل"
"Workflow Action","إجراء سير العمل"
"Workflow Action Master","الإجراء الرئيسي لسير العمل"
"Workflow Action Name","اسم إجراء سير العمل"
"Workflow Action Permitted Role","دور مسموح به لإجراء سير العمل"
"Workflow Action is not created for optional states","لم يتم إنشاء إجراء سير العمل للحالات الاختيارية"
"Workflow Builder","منشئ سير العمل"
"Workflow Builder ID","معرّف منشئ سير العمل"
"Workflow Builder allows you to create workflows visually. You can drag and drop states and link them to create transitions. Also you can update thieir properties from the sidebar.","يسمح لك منشئ سير العمل بإنشاء مسارات عمل مرئيًا. يمكنك سحب وإفلات الحالات وربطها لإنشاء انتقالات. كما يمكنك تحديث خصائصها من الشريط الجانبي."
"Workflow Data","بيانات سير العمل"
"Workflow Details","تفاصيل سير العمل"
"Workflow Document State","حالة مستند سير العمل"
"Workflow Name","اسم سير العمل"
"Workflow State","حالة سير العمل"
"Workflow State Field","حقل حالة سير العمل"
"Workflow State not set","لم يتم تعيين حالة سير العمل"
"Workflow State transition not allowed from {0} to {1}","انتقال حالة سير العمل غير مسموح به من {0} إلى {1}"
"Workflow States Don't Exist","حالات سير العمل غير موجودة"
"Workflow Status","حالة سير العمل"
"Workflow Transition","انتقال سير العمل"
"Workflow state represents the current state of a document.","تمثل حالة سير العمل الحالة الحالية للمستند."
"Workflow updated successfully","تم تحديث سير العمل بنجاح"
"Workspace","مساحة العمل"
"Workspace <b>{0}</b> does not exist","مساحة العمل <b>{0}</b> غير موجودة"
"Workspace Chart","مخطط مساحة العمل"
"Workspace Custom Block","كتلة مخصصة لمساحة العمل"
"Workspace Link","رابط مساحة العمل"
"Workspace Manager","مدير مساحة العمل"
"Workspace Number Card","بطاقة رقم مساحة العمل"
"Workspace Quick List","قائمة سريعة لمساحة العمل"
"Workspace Settings","إعدادات مساحة العمل"
"Workspace Setup Completed","اكتمل إعداد مساحة العمل"
"Workspace Shortcut","اختصار مساحة العمل"
"Workspace Visibility","رؤية مساحة العمل"
"Workspace {0} created","تم إنشاء مساحة العمل {0}"
"Workspaces","مساحات العمل"
"Would you like to publish this comment? This means it will become visible to website/portal users.","هل ترغب في نشر هذا التعليق؟ هذا يعني أنه سيصبح مرئيًا لمستخدمي الموقع/البوابة."
"Would you like to unpublish this comment? This means it will no longer be visible to website/portal users.","هل ترغب في إلغاء نشر هذا التعليق؟ هذا يعني أنه لن يكون مرئيًا لمستخدمي الموقع/البوابة."
"Wrapping up","تغليف"
"Write","الكتابة"
"Wrong Fetch From value","إحضار خاطئ من القيمة"
"X Axis Field","X محور الحقل"
"X Field","X الميدان"
"XLSX","XLSX"
"Y Axis","المحور ص"
"Y Axis Fields","حقول محور Y"
"Y Field","Y الميدان"
"Yahoo Mail","بريد ياهو"
"Yandex.Mail","Yandex.Mail"
"Year","عام"
"Yearly","سنويا"
"Yellow","أصفر"
"Yes","نعم"
"Yes","نعم"
"Yes","نعم"
"Yesterday","أمس"
"You","أنت"
"You Liked","أعجبك"
"You are connected to internet.","أنت متصل بالإنترنت."
"You are impersonating as another user.","أنت تنتحل شخصية مستخدم آخر."
"You are not allowed to access this resource","غير مسموح لك بالوصول إلى هذا المورد"
"You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3}","لا يسمح لك بالوصول إلى هذا السجل {0} لأنه مرتبط بـ {1} '{2}' في الحقل {3}"
"You are not allowed to access this {0} record because it is linked to {1} '{2}' in row {3}, field {4}","غير مسموح لك بالوصول إلى هذا السجل {0} لأنه مرتبط بـ {1} '{2}' في الصف {3}، الحقل {4}"
"You are not allowed to create columns","لا يسمح لك بأنشاء اعمدة"
"You are not allowed to delete Standard Report","لا يُسمح لك بحذف التقرير القياسي"
"You are not allowed to delete a standard Website Theme","لا يسمح لك بحذف موضوع الموقع القياسي"
"You are not allowed to edit the report.","غير مسموح لك بتحرير التقرير."
"You are not allowed to export {} doctype","غير مسموح لك بتصدير النمط {}"
"You are not allowed to print this report","لا يسمح لك بطباعة هذا التقرير"
"You are not allowed to send emails related to this document","لا يسمح لك بإرسال رسائل البريد الإلكتروني ذات الصلة بهذه الوثيقة"
"You are not allowed to update this Web Form Document","لا يسمح لك بتحديث الوثيقة نموذج الويب هذه"
"You are not connected to Internet. Retry after sometime.","أنت غير متصل بالإنترنت. أعد المحاولة بعد وقت ما."
"You are not permitted to access this page without login.","غير مسموح لك بالوصول إلى هذه الصفحة بدون تسجيل الدخول."
"You are not permitted to access this page.","لا يسمح لك بالوصول إلى هذه الصفحة."
"You are not permitted to access this resource.","غير مسموح لك بالوصول إلى هذا المورد."
"You are now following this document. You will receive daily updates via email. You can change this in User Settings.","أنت الآن تتبع هذا المستند. سوف تتلقى التحديثات اليومية عبر البريد الإلكتروني. يمكنك تغيير هذا في إعدادات المستخدم."
"You are only allowed to update order, do not remove or add apps.","مسموح لك فقط بتحديث الترتيب، لا تقم بإزالة أو إضافة تطبيقات."
"You are selecting Sync Option as ALL, It will resync all read as well as unread message from server. This may also cause the duplication of Communication (emails).","أنت تحدد خيار المزامنة كـ ""الكل""، سيؤدي ذلك إلى إعادة مزامنة جميع الرسائل المقروءة وغير المقروءة من الخادم. قد يتسبب هذا أيضًا في تكرار الاتصالات (رسائل البريد الإلكتروني)."
"You attached {0}","لقد أرفقت {0}"
"You can add dynamic properties from the document by using Jinja templating.","يمكنك إضافة خصائص ديناميكية من المستند باستخدام Jinja templating ."
"You can also access wkhtmltopdf variables (valid only in PDF print):","يمكنك أيضًا الوصول إلى متغيرات wkhtmltopdf (صالحة فقط في طباعة PDF):"
"You can also copy-paste following link in your browser","يمكنك أيضًا نسخ ولصق الرابط التالي في متصفحك"
"You can also copy-paste this ","يمكنك أيضا نسخ ولصق هذا"
"You can also copy-paste this {0} to your browser","يمكنك أيضًا نسخ {0} هذا ولصقه في متصفحك"
"You can change Submitted documents by cancelling them and then, amending them.","يمكنك تغيير المستندات المقدمة عن طريق إلغائها ثم تعديلها."
"You can change the retention policy from {0}.","يمكنك تغيير سياسة الاحتفاظ من {0}."
"You can continue with the onboarding after exploring this page","يمكنك متابعة عملية الإعداد بعد استكشاف هذه الصفحة"
"You can disable this {0} instead of deleting it.","يمكنك تعطيل هذا {0} بدلاً من حذفه."
"You can increase the limit from System Settings.","يمكنك زيادة الحد من إعدادات النظام."
"You can manually remove the lock if you think it's safe: {}","يمكنك إزالة القفل يدويًا إذا كنت تعتقد أنه آمن: {}"
"You can only insert images in Markdown fields","يمكنك فقط إدراج الصور في حقول ماركداون"
"You can only print upto {0} documents at a time","يمكنك فقط طباعة ما يصل إلى {0} مستندات في المرة الواحدة"
"You can only set the 3 custom doctypes in the Document Types table.","يمكنك فقط تعيين 3 أنواع مستندات مخصصة في جدول أنواع المستندات."
"You can only upload JPG, PNG, PDF, TXT, CSV or Microsoft documents.","يمكنك فقط تحميل مستندات JPG أو PNG أو PDF أو TXT أو CSV أو Microsoft."
"You can only upload upto 5000 records in one go. (may be less in some cases)","يمكنك تحميل فقط حتى 5000  دفعة واحدة. (قد يكون أقل في بعض الحالات)"
"You can select one from the following,","يمكنك تحديد واحد مما يلي،"
"You can set a high value here if multiple users will be logging in from the same network.","يمكنك تعيين قيمة عالية هنا إذا كان العديد من المستخدمين سيقومون بتسجيل الدخول من نفس الشبكة."
"You can try changing the filters of your report.","يمكنك محاولة تغيير عوامل تصفية تقريرك."
"You can use Customize Form to set levels on fields.","يمكنك استخدام ""تخصيص النموذج"" لتعيين المستويات على الحقول."
"You can use wildcard %","يمكنك استخدام حرف البدل %"
"You can't set 'Options' for field {0}","لا يمكنك تعيين &quot;خيارات&quot; للحقل {0}"
"You can't set 'Translatable' for field {0}","لا يمكنك تعيين &#39;ترانزلاتابل&#39; للحقل {0}"
"You cancelled this document","لقد ألغيت هذا المستند"
"You cancelled this document {1}","لقد ألغيت هذا المستند {1}"
"You cannot create a dashboard chart from single DocTypes","لا يمكنك إنشاء مخطط لوحة معلومات من أنواع DocTypes الفردية"
"You cannot unset 'Read Only' for field {0}","لا يمكنك ضبط ""للقراءة فقط"" للحقل {0}"
"You changed the value of {0}","لقد غيرت قيمة {0}"
"You changed the value of {0} {1}","لقد غيرت قيمة {0} {1}"
"You changed the values for {0}","لقد غيرت القيم لـ {0}"
"You changed the values for {0} {1}","لقد غيرت القيم لـ {0} {1}"
"You changed {0} to {1}","لقد غيرت {0} إلى {1}"
"You created this","لقد أنشأت هذا"
"You do not have Read or Select Permissions for {}","ليس لديك أذونات قراءة أو تحديد لـ {}"
"You do not have enough permissions to access this resource. Please contact your manager to get access.","ليس لديك الأذونات الكافية للوصول إلى هذا المورد. الرجاء الاتصال بالمدير للحصول علي الوصول."
"You do not have enough permissions to complete the action","لا يوجد لديك الصلاحية الكافية لاتمام هذا العمل"
"You do not have permission to access {0}: {1}.","ليس لديك إذن للوصول إلى {0}: {1}."
"You do not have permissions to cancel all linked documents.","ليس لديك أذونات لإلغاء كافة المستندات المرتبطة."
"You don't have access to Report: {0}","ليس لديك حق الوصول إلى التقرير: {0}"
"You don't have permission to access the {0} DocType.","ليس لديك إذن للوصول إلى نوع المستند {0}."
"You don't have permission to access this file","لا تتوفر لديك الصلاحية للوصول الى هذا الملف"
"You don't have permission to get a report on: {0}","ليس لديك إذن للحصول على تقرير عن: {0}"
"You don't have the permissions to access this document","ليس لديك الأذونات للوصول إلى هذا المستند"
"You have a new message from: ","لديك رسالة جديدة من:"
"You have been successfully logged out","لقد تم تسجيل بنجاح"
"You have hit the row size limit on database table: {0}","لقد وصلت إلى حد حجم الصف في جدول قاعدة البيانات: {0}"
"You have not entered a value. The field will be set to empty.","لم تدخل قيمة. سيتم تعيين الحقل فارغًا."
"You have received a ❤️ like on your blog post","لقد تلقيت إعجابًا ❤️ على منشور مدونتك"
"You have to enable Two Factor Auth from System Settings.","يجب عليك تمكين المصادقة الثنائية من إعدادات النظام."
"You have unsaved changes in this form. Please save before you continue.","لديك تغييرات لم يتم حفظها في هذا النموذج. يرجى الحفظ قبل المتابعة."
"You have unseen notifications","لديك إشعارات غير مقروءة"
"You have unseen {0}","لديك غير مرئي {0}"
"You haven't added any Dashboard Charts or Number Cards yet.","لم تقم بإضافة أي مخططات لوحة معلومات أو بطاقات أرقام حتى الآن."
"You haven't created a {0} yet","لم تقم بإنشاء {0} حتى الآن"
"You hit the rate limit because of too many requests. Please try after sometime.","لقد تجاوزت حد المعدل بسبب كثرة الطلبات. يرجى المحاولة بعد فترة."
"You last edited this","لقد قمت بتعديل هذا آخر مرة"
"You must add atleast one link.","يجب عليك إضافة رابط واحد على الأقل."
"You must be logged in to use this form.","يجب أن تكون مسجلاً الدخول لاستخدام هذا النموذج."
"You must login to submit this form","يجب عليك تسجيل الدخول لإرسال هذا النموذج"
"You need the '{0}' permission on {1} {2} to perform this action.","تحتاج إلى إذن '{0}' على {1} {2} لتنفيذ هذا الإجراء."
"You need to be Workspace Manager to delete a public workspace.","يجب أن تكون مدير مساحة العمل لحذف مساحة عمل عامة."
"You need to be Workspace Manager to edit this document","يجب أن تكون مدير مساحة العمل لتعديل هذا المستند"
"You need to be a system user to access this page.","يجب أن تكون مستخدم نظام للوصول إلى هذه الصفحة."
"You need to be in developer mode to edit a Standard Web Form","عليك أن تكون في وضع المطور لتعديل نموذج ويب قياسي"
"You need to be logged in and have System Manager Role to be able to access backups.","يتوجب عليك تسجيل الدخول بصلاحية مدير النظام حتي تتمكن من الوصول الى النسخ الأحتياطية."
"You need to be logged in to access this page","تحتاج إلى تسجيل الدخول للوصول إلى هذه الصفحة"
"You need to be logged in to access this {0}.","تحتاج إلى تسجيل الدخول للوصول إلى هذه {0}."
"You need to create these first: ","تحتاج إلى إنشاء هذه أولاً: "
"You need to enable JavaScript for your app to work.","تحتاج إلى تمكين JavaScript لتشغيل تطبيقك."
"You need to have ""Share"" permission","تحتاج إلى الحصول على إذن ""مشاركة"""
"You need to install pycups to use this feature!","تحتاج إلى تثبيت pycups لاستخدام هذه الميزة!"
"You need to select indexes you want to add first.","تحتاج إلى تحديد الفهارس التي تريد إضافتها أولاً."
"You need to set one IMAP folder for {0}","تحتاج إلى تعيين مجلد IMAP واحد لـ {0}"
"You need write permission on {0} {1} to merge","تحتاج إلى إذن كتابة على {0} {1} للدمج"
"You need write permission on {0} {1} to rename","تحتاج إلى إذن كتابة على {0} {1} لإعادة التسمية"
"You need {0} permission to fetch values from {1} {2}","تحتاج إلى إذن {0} لجلب القيم من {1} {2}"
"You removed attachment {0}","لقد قمت بإزالة المرفق {0}"
"You seem good to go!","يبدو أنك على ما يرام!"
"You seem to have written your name instead of your email. Please enter a valid email address so that we can get back.","يبدو أنك كتبت اسمك بدلاً من بريدك الإلكتروني. يرجى إدخال عنوان بريد إلكتروني صالح حتى نتمكن من الرد."
"You selected Draft or Cancelled documents","لقد حددت مسودة أو مستندات تم إلغاؤها"
"You submitted this document","لقد قمت بإرسال هذا المستند"
"You submitted this document {0}","لقد قمت بإرسال هذا المستند {0}"
"You unfollowed this document","لقد قمت بإلغاء متابعة هذا المستند"
"You viewed this","لقد قمت بعرض هذا"
"You've logged in as another user from another tab. Refresh this page to continue using system.","لقد قمت بتسجيل الدخول كمستخدم آخر من علامة تبويب أخرى. قم بتحديث هذه الصفحة لمتابعة استخدام النظام."
"Your Country","بلدك"
"Your Language","لغتك"
"Your Name","اسمك"
"Your PDF is ready for download","ملف PDF الخاص بك جاهز للتنزيل"
"Your Shortcuts","اختصاراتك"
"Your account has been deleted","تم حذف حسابك"
"Your account has been locked and will resume after {0} seconds","تم قفل حسابك وسيتم استئنافه بعد {0} ثانية"
"Your assignment on {0} {1} has been removed by {2}","تمت إزالة واجبك في {0} {1} بواسطة {2}"
"Your browser does not support the audio element.","متصفحك لا يدعم عنصر الصوت."
"Your browser does not support the video element.","متصفحك لا يدعم عنصر الفيديو."
"Your connection request to Google Calendar was successfully accepted","تم قبول طلب الاتصال الخاص بك إلى تقويم Google بنجاح"
"Your email address","عنوان بريدك الإلكتروني"
"Your form has been successfully updated","تم تحديث نموذجك بنجاح"
"Your login id is","معرف تسجيل الدخول الخاص بك هو"
"Your new password has been set successfully.","تم تعيين كلمة المرور الجديدة بنجاح."
"Your old password is incorrect.","كلمة المرور القديمة غير صحيحة."
"Your organization name and address for the email footer.","اسم المؤسسة وعنوانك لتذييل البريد الإلكتروني."
"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.","وقد وردت الاستعلام الخاص بك. سوف نقوم بالرد مرة أخرى قريبا. إذا كان لديك أي معلومات إضافية، يرجى الرد على هذا البريد."
"Your session has expired, please login again to continue.","انتهت صلاحية الجلسة، يرجى تسجيل الدخول مرة أخرى للمتابعة."
"Your site is undergoing maintenance or being updated.","موقعك قيد الصيانة أو التحديث."
"Your verification code is {0}","رمز التحقق الخاص بك هو {0}"
"Zero","صفر"
"Zero means send records updated at anytime","صفر يعني إرسال التحديثات في أي وقت"
"[Action taken by {0}]","[الإجراء اتخذه {0}]"
"_doctype","_doctype"
"_report","_تقرير"
"`as_iterator` only works with `as_list=True` or `as_dict=True`","يعمل `as_iterator` فقط مع `as_list=True` أو `as_dict=True`"
